0.3056505   ,   -0.8714061   ,   -0.3837045   ,   19
-0.9374485   ,   -0.3459439   ,   0.03889984   ,   -1
-0.1666378   ,   0.3478135   ,   -0.9226362   ,   46
0   ,   0   ,   0   ,   1
-0.3837045   ,   0.03889984   ,   -0.9226362
0.1820511   ,   1.322292   ,   -1.103812
-0.1235994   ,   2.259741   ,   -0.9371741
-1.300656   ,   2.851245   ,   -0.4227228
-0.7349003   ,   4.134638   ,   -0.6038985
0.4421563   ,   3.543133   ,   -1.11835
0.7478068   ,   2.605685   ,   -1.284988
1.053457   ,   1.668236   ,   -1.451625
1.359108   ,   0.7307876   ,   -1.618263
0.7933521   ,   -0.5526048   ,   -1.437088
-2.692272   ,   -1.93638   ,   -0.04583356
-2.080971   ,   -3.811277   ,   -0.3791092
-2.952378   ,   -4.157221   ,   -0.03129569
-4.48063   ,   0.5300213   ,   0.8018934
-3.609224   ,   0.8759651   ,   0.4540799
-2.997923   ,   -0.9989319   ,   0.1208043
0.3837045   ,   -0.03889984   ,   0.9226362
0.9494602   ,   1.244493   ,   0.7414606
0.6438097   ,   2.181941   ,   0.9080983
-0.5332469   ,   2.773446   ,   1.42255
0.03250879   ,   4.056838   ,   1.241374
1.209565   ,   3.465333   ,   0.7269226
1.515216   ,   2.527885   ,   0.5602849
1.820866   ,   1.590436   ,   0.393647
2.126517   ,   0.652988   ,   0.2270092
1.560761   ,   -0.6304045   ,   0.4081849
-1.924863   ,   -2.01418   ,   1.799439
-1.313562   ,   -3.889077   ,   1.466163
-2.184968   ,   -4.235021   ,   1.813977
-3.713221   ,   0.4522216   ,   2.647166
-2.841815   ,   0.7981654   ,   2.299352
-2.230514   ,   -1.076732   ,   1.966077
